YearForWkMon,WeekNoMon,CustomerForPlan1,Zone Manager,Forecast_PlanningUnit_Chicken_BB,Forecast_PlanningUnit_Chicken_Other,Forecast_PlanningUnit_Chicken_Thighs,Forecast_PlanningUnit_Chicken_Whole,Forecast_PlanningUnit_Chicken_Wings,Forecast_PlanningUnit_Pork_Belly,Forecast_PlanningUnit_Pork_Ground,Forecast_PlanningUnit_Pork_Hip,Forecast_PlanningUnit_Pork_Neck,Forecast_PlanningUnit_Pork_Rib,Forecast_PlanningUnit_Pork_Shoulder,Forecast_PlanningUnit_Pork_Sirloin,Forecast_PlanningUnit_Pork_Whole,Forecast_BaseUnit_Chicken_BB,Forecast_BaseUnit_Chicken_Other,Forecast_BaseUnit_Chicken_Thighs,Forecast_BaseUnit_Chicken_Whole,Forecast_BaseUnit_Chicken_Wings,Forecast_BaseUnit_Pork_Belly,Forecast_BaseUnit_Pork_Ground,Forecast_BaseUnit_Pork_Hip,Forecast_BaseUnit_Pork_Neck,Forecast_BaseUnit_Pork_Rib,Forecast_BaseUnit_Pork_Shoulder,Forecast_BaseUnit_Pork_Sirloin,Forecast_BaseUnit_Pork_Whole,Order_PlanningUnit_Chicken_BB,Order_PlanningUnit_Chicken_Other,Order_PlanningUnit_Chicken_Thighs,Order_PlanningUnit_Chicken_Whole,Order_PlanningUnit_Chicken_Wings,Order_PlanningUnit_Pork_Belly,Order_PlanningUnit_Pork_Ground,Order_PlanningUnit_Pork_Hip,Order_PlanningUnit_Pork_Neck,Order_PlanningUnit_Pork_Rib,Order_PlanningUnit_Pork_Shoulder,Order_PlanningUnit_Pork_Sirloin,Order_PlanningUnit_Pork_Whole,Order_BaseUnit_Chicken_BB,Order_BaseUnit_Chicken_Other,Order_BaseUnit_Chicken_Thighs,Order_BaseUnit_Chicken_Whole,Order_BaseUnit_Chicken_Wings,Order_BaseUnit_Pork_Belly,Order_BaseUnit_Pork_Ground,Order_BaseUnit_Pork_Hip,Order_BaseUnit_Pork_Neck,Order_BaseUnit_Pork_Rib,Order_BaseUnit_Pork_Shoulder,Order_BaseUnit_Pork_Sirloin,Order_BaseUnit_Pork_Whole,Weigth_KG_Chicken_BB,Weigth_KG_Chicken_Other,Weigth_KG_Chicken_Thighs,Weigth_KG_Chicken_Whole,Weigth_KG_Chicken_Wings,Weigth_KG_Pork_Belly,Weigth_KG_Pork_Ground,Weigth_KG_Pork_Hip,Weigth_KG_Pork_Neck,Weigth_KG_Pork_Rib,Weigth_KG_Pork_Shoulder,Weigth_KG_Pork_Sirloin,Weigth_KG_Pork_Whole,Quantity_Chicken_BB,Quantity_Chicken_Other,Quantity_Chicken_Thighs,Quantity_Chicken_Whole,Quantity_Chicken_Wings,Quantity_Pork_Belly,Quantity_Pork_Ground,Quantity_Pork_Hip,Quantity_Pork_Neck,Quantity_Pork_Rib,Quantity_Pork_Shoulder,Quantity_Pork_Sirloin,Quantity_Pork_Whole,Price_KG_Chicken_BB,Price_KG_Chicken_Other,Price_KG_Chicken_Thighs,Price_KG_Chicken_Whole,Price_KG_Chicken_Wings,Price_KG_Pork_Belly,Price_KG_Pork_Ground,Price_KG_Pork_Hip,Price_KG_Pork_Neck,Price_KG_Pork_Rib,Price_KG_Pork_Shoulder,Price_KG_Pork_Sirloin,Price_KG_Pork_Whole
2024,4,CPFT ภาคตะวันออก,EAST,15981,0,15896,10390,5190,37359.49608,6945,20491,6290.980175,15331,11377.44925,5699.52075,3387,15981,0,15896,70535.2,5190,37359.49608,6945,20491,6290.980175,15331,11377.44925,5699.52075,379539.996,12746,0,16324,11625.2365,2991,45288,6285,16118,4534,10754,8415,5358,3006.6505,12746,0,16324,75277.6,2991,45288,6285,16118,4534,10754,8415,5358,335499,25197,0,30743,167547.17,5954,64248.6,10609.01,31895.48,6961.15,12064.88,13749.28,10765.59,554012.928,5419,0,6379,25876.2083,1376,65734.6,9666.01,31895.48,7956.15,11884.88,13749.28,10979.59,18450.792,61.25739175,0,77.52375337,60.21842273,100.7262765,142.4487206,107.4490758,104.1797208,148.3071188,115.5293322,106.7124889,113.4869598,84.22033673
2024,4,CPFT ภาคอีสานบน,UPPER NORTHEAST,17282,4,14192,10174,2619,31038,12741,26053,4479,12365,9480,9723,639,17287,36,14192,53144.15,2619,31038,12741,26053,4479,12365,9480,9723,55995,21897,230,16004,11197.1773,6084,39417,17195,27442,5440,11170,11330,11922,700.3615,21897,2070,16004,57999.36,6084,39417,17195,27442,5440,11170,11330,11922,60675,44889,1930.75,32139,92602.22,8515,93903.36,30660.06,58053.53,11392.12,21713.65,22996.29,24987.85,102477.67,9585,287,7224,18571,4505,94328.36,30580.06,58053.53,11797.12,21713.65,22996.29,24908.85,11995.26,55.42407383,54.91774181,71.6778369,71.04237674,91.83631826,135.7371579,95.00909294,106.6915674,141.3889399,120.2483337,103.4437372,113.9748526,83.71301182
2024,4,CPFT ภาคอีสานล่าง,LOWER NORTHEAST,90057,279,64837,8137,8263,58111,16755,45903,5555,12951,19195,18862,1000,90057,2511,64837,47330,8263,58111,16755,45903,5555,12951,19195,18862,92010,170824,343,79957,8703.8825,8142,53610,18185,43632,6086,10784,18580,17308,1223.4165,170824,3087,79957,50567.4,8142,53610,18185,43632,6086,10784,18580,17308,109930,322866,4996.75,159172,93490.48,15958,96562.27,35720.65,92111.92,9962.83,20607.41,40057.07,34372.75,181519.56,66912,689,33998,16378,3647,96852.27,34136.65,92111.92,10287.83,20607.41,40057.07,34569.75,3812.3,51.60210096,56.05425927,68.40812838,64.352473,98.50979258,136.92609,96.03819219,105.4922627,141.3927238,124.0443384,102.2582228,114.9750101,85.54876031
2024,5,CPFT BKK,BKK,26816,0,25053,13336,5279,59836.8,10896,14596,6671.5,8714,5157,9059.1,3735,26816,0,25053,34827.75,5279,59836.8,10896,14596,6671.5,8714,5157,9059.1,443625.0006,45335,0,22063,15020.0309,4010,58794.5,12417,17637,7652,8107,4464,9935.85,3500.887194,45335,0,22063,39805.5,4010,58794.5,12417,17637,7652,8107,4464,9935.85,416175,63382,0,32398,79340.55,7797,66502.1,11717.08,32714.22,13933.83,11412.08,6311.34,17436.36,685804.5,18832,0,12295,30656,5881,68846.6,8693.08,32714.22,14714.29,10336.08,6392.34,18082.01,29529.305,61.75769146,0,76.74587166,65.66414059,81.36860331,142.003354,104.0714274,104.8345252,154.2232258,103.1890199,108.2533091,116.808604,78.94771182
2024,5,CPFT ภาคเหนือบน,UPPER NORTH,26435,1147,18965,7722,4022,32931,3115,21972,4439,8398,12150,3076,2806,26435,2700.35,18965,56177,4022,32931,3115,21972,4439,8398,12150,3076,297555,34794,1687.336,21118,10215.3865,3975,33271,3610,27755,5199,8202,13860.1,3463,2658.704265,34794,3792.5,21118,71503.5,3975,33271,3610,27755,5199,8202,13860.1,3463,280170,67059,3379.32,38682,105696.42,7741,50387.26,6221.64,48241.31,9204.85,8766.27,24357.35,5398.09,464959.51,18875,2235,9941,16341,2071,51923.66,4724.93,48265.31,10232.25,8766.27,24343.35,5471.49,34283.1,58.97968953,78.39211143,74.13988418,64.76506849,95.1574086,137.2453527,103.3772542,105.694374,147.9112805,121.2747622,103.5772459,120.0222597,92.95903633
2024,5,CPFT ภาคเหนือล่าง,LOWER NORTH,11326,128,16345,10716,4030,16828,1600,21417,1774,5840,9666,3964,1913,11326,1152,16345,79491.9,4030,16828,1600,21417,1774,5840,9666,3964,210725,12632,243,13557,10866.625,4229,18661,2025,26691,2193,4390,12982,4714,1861.9279,12632,2187,13557,81062.05,4229,18661,2025,26691,2193,4390,12982,4714,204850,29301,2560.1,30774,160057.24,6666,36465.98,3415.08,52283.05,4037.29,6714.98,23816.91,7155.45,359044.08,6936,345,7436,22765.175,3260,37556.48,2787.34,52283.05,4717.79,6601.25,23816.91,7240.45,3948,58.45523361,70.17220421,73.28717294,64.59023922,89.10726973,141.5933015,99.80481277,95.52145638,152.0389494,129.1477949,92.54199642,112.9089799,84.35949032
2024,5,CPFT ภาคใต้,SOUTH,16251,0,16564,50335,6974,21754,6930,14520,4290,7113,8112,5745,3252,16251,0,16564,233755.35,6974,21754,6930,14520,4290,7113,8112,5745,305085,208866,0,14640,83984.37647,7781,38544,8120,18063,5111,5605,7575,8719.5,3946,208866,0,14640,294081.1,7781,38544,8120,18063,5111,5605,7575,8719.5,373740,220432,0,24614,538019.48,8802,50693.59,14965,32804.17,9194.36,9976.65,16242.58,13705.84,528501.52,105722,0,7180,133309,2388,52003.59,10309,32804.17,9574.14,9976.65,16242.58,14323.84,6696,55.42771921,0,68.02299504,56.36406609,78.65149966,148.8272117,96.9301704,100.5189191,147.9908422,137.4265891,99.41758883,116.8354001,85.25875261
2024,5,CPFT ภาคกลาง ตะวันตก,WEST,20325,705,18673,8273,13538,13607,9360,15952,2284,7011,6403,8595,1572,20325,6345,18673,45567.15,13538,13607,9360,15952,2284,7011,6403,8595,174855,15666,660,15156,13857.0248,3250,27684,7678,17057,2881,5737,5919,7002,1744.004292,15666,5940,15156,93006,3250,27684,7678,17057,2881,5737,5919,7002,193175,31717,10639,29321,142186.34,5967,40038.91,16637.01,47664.42,6449.01,12931.33,14325.94,14146.96,356743.87,6755,1460,14905,28683.5,4843,41736.91,16287.01,47664.42,7373.01,12819.33,14325.94,14221.96,47331.59,58.73334616,55.48214024,71.98935746,65.57896764,79.5506117,152.0610144,100.6964443,101.6252603,146.138277,133.001385,104.7178531,112.3162425,86.02568064
2024,5,CPFT ภาคตะวันออก,EAST,17624,0,23943,26479.42,5489,37324.14005,6150.534512,18092.44,5028.514314,9898.133628,10077.70044,5919.255525,3097,17624,0,23943,186715.3656,5489,37324.14005,6150.534512,18092.44,5028.514314,9898.133628,10077.70044,5919.255525,344324.996,12743,0,14909,19732.4643,3222,46535.5,7110,20353,5256,10801,9887,5264,3079.715797,12743,0,14909,134264.1,3222,46535.5,7110,20353,5256,10801,9887,5264,344465,25290,0,28949,226075.37,7332,63549.76,10278.07,45772.59,7021.38,9941.93,12706.57,11257.73,618789.343,5385,0,6115,33956.2083,2616,65078.26,9476.07,45772.59,7950.38,9829.13,12706.57,11594.73,17915.7749,59.83459866,0,76.35780165,62.09641148,96.30759002,146.769241,103.4447508,99.452504,142.5179238,121.6591265,105.148509,113.6136601,83.92064716
2024,5,CPFT ภาคอีสานบน,UPPER NORTHEAST,16149,0,14005,12454,3354,39571,13458,26158,5142,11470,10130,11265,642,16149,0,14005,64771.85,3354,39571,13458,26158,5142,11470,10130,11265,56110,23334,0,17632,14196.5264,2708,60922,15435,30250,6421,10545,13185,12373,658.2376,23334,0,17632,70973.3,2708,60922,15435,30250,6421,10545,13185,12373,56051,45983,0,41069,88308.25,5070,98598.86,30084.96,63991.74,10743.16,20537.21,23834.99,25146,102998.35,9709,0,8904,16994,1145,99038.86,29976.96,63991.74,11045.16,20537.21,23834.99,25063,13879.37,55.59836788,0,69.07796635,69.88639804,100.3989645,136.1259462,94.60190474,103.7156535,138.511586,119.2819088,101.1021779,112.2144703,83.13459808
2024,5,CPFT ภาคอีสานล่าง,LOWER NORTHEAST,91382,426,64629,8534,8417,55153,17210,44573,6555,10953,18185,17642,1097,91382,3834,64629,51322,8417,55153,17210,44573,6555,10953,18185,17642,99815,160206,360,82105,9009.7003,8105,51263,18830,46142,5074,11453,20935,17732,1235.212,160206,3240,82105,53094,8105,51263,18830,46142,5074,11453,20935,17732,112095,283226,4596.4,177620,97944.28,15524,104061.64,36139.85,95030.37,8447.06,20102.74,43471.03,37151.88,201363.45,58609,630,36913,17245,3598,104391.64,34422.85,95030.37,8777.06,20102.74,43471.03,37419.88,5101.09,52.7537462,56.18778392,67.01976714,64.04065526,98.54677918,136.7325932,96.18479047,102.5903864,140.7148463,121.7281649,99.69740561,113.1010678,84.34988862
2024,6,CPFT BKK,BKK,31649,0,22253,20858,3592,54255.6,11282,15593,5205,7544,5337,9366.4,3307,31649,0,22253,51430.1,3592,54255.6,11282,15593,5205,7544,5337,9366.4,393665.0012,26200,0,22719,29282.7631,4616,58300.5,10632,17998,8556,8217,4250,8833.8,3393.125395,26200,0,22719,69399.35,4616,58300.5,10632,17998,8556,8217,4250,8833.8,403710,46450,0,66864,68329.05,8950,64563.63,11023.06,32940.23,15803.96,10681.09,6088.66,17390.43,731752.6,13410,0,31800,27902,6983,66932.13,8179.06,32943.23,16567.36,9632.09,6169.66,17810.68,28491.3366,65.55074101,0,61.10048382,65.04265155,80.76156425,137.2579813,101.9400348,101.8417006,155.7790446,104.3325981,105.2268381,112.2698553,77.41105292
2024,6,CPFT ภาคเหนือบน,UPPER NORTH,29068,867,20241,8907,4990,27356,2815,22387,4756,8335,11865,2837,2719,29068,2095.4,20241,66230.23,4990,27356,2815,22387,4756,8335,11865,2837,290525,45702,1154.8121,18190.75,12547.6866,4022,34318.6,3300,27456,4809.6,8298,13457,2992.6,2775.70224,45702,2779.58,18190.75,91166.18,4022,34318.6,3300,27456,4809.6,8298,13457,2992.6,295702,71872,3186.1,34887,104647.3,7374,50851.67,6252.72,47417.26,9097.84,9232.74,23010.66,5504.35,451720.23,19421,2152,7920,15711,1876,52238.07,4780.1,47453.26,10019.24,9232.74,22996.66,5556.75,25917.4,60.03934773,83.5932488,73.10145613,65.14679987,95.07760374,134.4738605,102.9581734,103.2916712,145.0294487,122.0353427,100.8604881,115.5134557,89.85994415
2024,6,CPFT ภาคเหนือล่าง,LOWER NORTH,12353,152,20306,14007,3431,18998,1690,21819,1946,4390,9930,3314,1950,12353,1368,20306,103502.5,3431,18998,1690,21819,1946,4390,9930,3314,214640,17755,254,17749,19626.8715,2698,25126,2480,29213,2033,3360,15151,3889,2194.5375,17755,2286,17749,149649.7,2698,25126,2480,29213,2033,3360,15151,3889,242365,39432,3037.9,35018,153494.41,5227,39721.38,4117.27,55337.03,3987.32,6449.06,26679.56,7591.43,350100.04,10728,420,8840,21930.7333,2389,40656.38,3522.74,55337.03,4537.32,6335.04,26679.56,7646.43,3896,59.52560002,68.39833438,72.92303815,64.97225612,90.38704419,140.7702789,98.40928819,93.8287418,147.0772148,127.5495917,90.08629153,110.8873875,83.54195352
2024,6,CPFT ภาคใต้,SOUTH,15899,0,11428,39721,6864,27865,7345,14562,4682,6378,9123,7921,2872,15899,0,11428,270650.25,6864,27865,7345,14562,4682,6378,9123,7921,271735,14632,0,14650,93088.73094,5131,39357,7890,15705,4427,6625,9464,6841.5,2948,14632,0,14650,424956,5131,39357,7890,15705,4427,6625,9464,6841.5,280110,31389,0,27073,519992.02,8776,66927.3,15910,32265.3,8699.32,9535.5,17816.87,12834.96,442352.79,11709,0,7877,117876.5124,2546,68217.3,11414,32265.3,9291.73,9535.5,17816.87,13664.96,5701,68.71042403,0,66.35244524,57.34335887,79.32717069,141.4644982,96.33488372,98.06730233,146.7173043,136.4570154,97.39514292,117.1297004,83.52615574
2024,6,CPFT ภาคกลาง ตะวันตก,WEST,19354,714,19010,17796,3827,17162,7476,16606,2097,5602,5720,6727,1810,19354,6426,19010,91101.8,3827,17162,7476,16606,2097,5602,5720,6727,200090,16599,1040,17151,25764.9218,6478,28514,6388,27036,2278,5091,5205,6227,2674.06499,16599,9360,17151,133866,6478,28514,6388,27036,2278,5091,5205,6227,300830,36129,10622.3,32968,93809.55,7370,40790.06,18189.11,50084.82,6436.33,11722.04,15568.96,16304.09,343225.4,7371,1444,18318,21432,6254,42451.06,17695.11,50084.82,7340.33,11610.04,15568.96,16469.09,46476.87,59.26243793,55.04732873,70.01020596,66.29207282,78.67859566,151.718981,98.6701081,99.57782498,142.9744311,135.4466723,101.2019782,108.7964431,84.96124672
2024,6,CPFT ภาคตะวันออก,EAST,13781,0,17623,12563,3302,40220.64005,6350.534512,16322,4561.514314,9207.133628,7522.700442,5414.255525,3178,13781,0,17623,89356.3,3302,40220.64005,6350.534512,16322,4561.514314,9207.133628,7522.700442,5414.255525,355334.9956,13421,0,14516,28507.1621,4300,63183.5,6415,34524,4476,9054,7975,6442,3774.858897,13421,0,14516,213876.2,4300,63183.5,6415,34524,4476,9054,7975,6442,421900,30228,0,36091,187236.84,7232,55717.27,10549.07,47767.1,7680.82,8726.96,13973.46,13614.95,623994.175,6353,0,8945,28578,2496,56897.27,9874.07,47767.1,8377.82,8628.96,13973.46,13871.95,18032.1226,59.77937839,0,71.82512455,62.01131092,96.58735481,150.0236578,103.0707285,97.99967488,137.0411427,124.8395719,102.1620751,108.6256013,82.7380662
2024,6,CPFT ภาคอีสานบน,UPPER NORTHEAST,19282,0,14543,10572,3998,29591,14601,26291,5514,11375,10275,11652,693,19282,0,14543,54551.57,3998,29591,14601,26291,5514,11375,10275,11652,60275,23287,75,25498,18028.2544,2571,44332,15946,34639,5179,10035,12115,11927,753.9916988,23287,675,25498,91036,2571,44332,15946,34639,5179,10035,12115,11927,64350,54033,1598.52,52286,95889.23,6572,80342.3,30510.11,67405.16,10121.63,20301.64,25149.08,25764.15,107149.99,11502,220,10912,18449,2604,80732.3,30364.11,67405.16,10415.63,20301.64,25149.08,25703.15,14797.95,56.84616586,53.53403148,67.96278296,69.70348985,96.18567407,136.8499962,94.67605623,101.8279443,136.3640649,116.1791791,99.43945425,109.6538434,82.58749553
2024,6,CPFT ภาคอีสานล่าง,LOWER NORTHEAST,164178,340,76202,8537,7835,50547,18075,43966,5802,10679,18525,16943,1090,164178,3060,76202,49805,7835,50547,18075,43966,5802,10679,18525,16943,99155,134629,274,98465,9253.6907,7574,65080,19470,48409,4494,10652,23825,20279,1433.5377,134629,2466,98465,54269,7574,65080,19470,48409,4494,10652,23825,20279,137600,269639,4148.3,233362,100007.7,15620,121396.65,37446.67,102014.15,11105.62,20436.5,50731.4,40678.08,200503.88,54874,552,52061,17776,3628,121651.65,35757.67,102014.15,11465.62,20436.5,50731.4,40833.08,5652.4,55.29843146,55.89265482,65.48953433,63.79930645,98.60441741,135.0168426,95.40287988,100.7962419,136.410023,119.1227294,98.07098365,109.8524495,83.22915746
2024,7,CPFT BKK,BKK,28852,0,21912,15269,3782,63871.5,13107,16260,7569,7949,5227,9842,3160,28852,0,21912,39798,3782,63871.5,13107,16260,7569,7949,5227,9842,376025.0018,28796,0,55903,12070.8031,5240,48450.8,10722,18313,9023.6,10777,4302,9682.8,3939.363095,28796,0,55903,28364.1,5240,48450.8,10722,18313,9023.6,10777,4302,9682.8,469160,52135,0,99181,48584.7,7319,55129.4,10806.11,30513.37,18521.11,10364.86,5902.59,19780.12,782479.24,15265,0,55365,17822,5310,57661.3,7961.11,30519.37,19151.1,9430.86,5977.59,20182.12,31277.9155,65.65290093,0,58.70986631,58.4433548,82.92629048,134.8586692,98.96434795,99.11184638,148.0396877,108.9999363,101.9281536,105.941653,75.37001076
2024,7,CPFT ภาคเหนือบน,UPPER NORTH,29367,985,18316,10501,3560,32725,3500,28206,4886,8315,13595,3517,2657,29367,2368.85,18316,74088,3560,32725,3500,28206,4886,8315,13595,3517,280385,40913,1074.9665,18007,8238.0759,3721,31087.2,3180,24917,5112,5583,11922,2979,2530.090923,40913,2315.15,18007,58918.5,3721,31087.2,3180,24917,5112,5583,11922,2979,263547,62150,3172.9,40142,91311.51,6558,51018.1,6861.01,44795.34,10042.83,10172.27,21318.43,6074.64,434374.93,15261,2021,10850,13296,1626,52331.5,5372.66,44837.34,10909.23,10172.27,21304.43,6117.04,26380.7,61.45210378,85.54604936,72.33918265,64.73961311,95.0634721,131.9339515,100.805568,100.7406331,139.0327428,119.3877443,97.79758641,110.2799112,86.42991636
2024,7,CPFT ภาคเหนือล่าง,LOWER NORTH,13263,235,14010,11186,4217,19694,2015,24988,1843,4430,13278,4324,1819,13263,2115,14010,83955,4217,19694,2015,24988,1843,4430,13278,4324,200125,26701,213,17705,10630.0652,3584,20855,2980,29886,2161,3520,15870,4194,1793.5594,26701,1917,17705,76945.2,3584,20855,2980,29886,2161,3520,15870,4194,193940,46923,2492.5,38261,124576.72,6435,34421.12,4452.85,55196.26,4516.38,6600.97,30873.45,7882.53,321891.2,12432,341,9609,17895.7333,3149,35566.12,3824.45,55196.26,5146.38,6511.31,30873.45,7947.53,3603,60.56420199,68.34107924,73.81809075,64.69508517,89.73275991,141.7912869,98.58010712,92.12960987,142.6535566,124.7931652,87.52996766,106.8302893,81.79731207
2024,7,CPFT ภาคใต้,SOUTH,68597,0,9175,36192,5760,28795,7105,14676,4292,5315,6906,7442,3051,68597,0,9175,244607.6,5760,28795,7105,14676,4292,5315,6906,7442,287255,24532,0,16841,54070.11316,5238,54127,9235,17507,4853,5245,9140,7400,2807.1429,24532,0,16841,305098.3,5238,54127,9235,17507,4853,5245,9140,7400,264245,31058,0,28144,420419.49,7838,74717.6,17305,34921.75,9495.12,9026.68,17835.93,13086.57,422929.75,11890,0,9308,87052.5124,2404,75970.6,12379,34921.75,10130.12,9026.68,17835.93,14391.57,5478,69.75117522,0,66.30128091,58.61274148,80.38396275,134.12394,96.17137821,96.51731113,141.1809077,136.662423,95.82511145,117.0551451,82.72497376
2024,7,CPFT ภาคกลาง ตะวันตก,WEST,19952,729,18666,7577,6984,21580,7869,15986,2578,5480,6037,7055,1427,19952,6561,18666,51325.3,6984,21580,7869,15986,2578,5480,6037,7055,157490,20136,644,18614,2965.1012,4855,24544,9430,19085,2770,5260,6633,8863,1596.974093,20136,5796,18614,16452.14,4855,24544,9430,19085,2770,5260,6633,8863,176290,39167,10747.3,38991,29724.5,9186,38825.74,19950.31,41506.83,7566.69,11943.99,16889.42,19958.65,290309.53,8455,1437,24083,6149,7974,40380.64,19492.31,41312.63,8551.69,11784.7,16828.75,20054.22,33852.51,60.81671969,55.0067189,67.7299605,63.02412488,78.74523732,148.8581155,96.49926292,98.47157034,138.48635,135.4306643,98.50118536,104.207272,82.31399021
2024,7,CPFT ภาคตะวันออก,EAST,13439,0,15812.0126,13415.5189,3297,46951.1992,7322.105556,20097,5334.419296,11285.39242,9686.928283,5447.620455,3079,13439,0,15812.0126,97232.8834,3297,46951.1992,7322.105556,20097,5334.419296,11285.39242,9686.928283,5447.620455,344674.9955,19518,0,22755,10511.7692,3155,40396.5,7530,22069,5395,12369,10870,8232,3123.144297,19518,0,22755,69098.4,3155,40396.5,7530,22069,5395,12369,10870,8232,347820,32504,0,38628,122760.24,5898,43119.26,11658,36021.42,9501.99,9689.75,15304.09,15823.15,561968.943,6821,0,9748,18719,1266,44334.26,11103,36021.42,10326.99,9553.05,15304.09,15952.15,22940.3041,60.42155735,0,71.4884299,59.83439312,101.0495083,151.9490859,102.0806631,96.91836746,132.1415146,119.8350298,99.18072489,102.2352345,80.0819433
2024,7,CPFT ภาคอีสานบน,UPPER NORTHEAST,22983,0,16848,13545,2648,42666,14190,28719,5798,10255,11490,12028,643,22983,0,16848,68507.9,2648,42666,14190,28719,5798,10255,11490,12028,54925,33016,210,28651,21940.2681,4321,40694,16615,33624,5614,10460,13545,13104,704.5499987,33016,1890,28651,107948.1,4321,40694,16615,33624,5614,10460,13545,13104,61125,55939,1700.196,59867,93092.27,7477,78914.29,30925.21,70149.9,11370.56,20407.9,26059.34,29266.08,101179.51,11969,234,13098,17822,3782,78275.87,30670.21,65418.98,11699.56,19688.74,24832.48,27527.75,10800.78,58.99547203,53.57249988,67.26345432,69.09191032,93.37451117,134.9598718,92.92228121,99.54602687,130.6523065,113.841923,97.69040889,105.1187378,80.97555266
2024,7,CPFT ภาคอีสานล่าง,LOWER NORTHEAST,131072,320,79545,8920,7833,42464,18400,45287,4913,11308,21455,18407,1126,131072,2880,79545,52448,7833,42464,18400,45287,4913,11308,21455,18407,100615,157989,282,142500,9567.9288,8333,69168,21638,53552,7465,11912,28645,21281,1220.6083,157989,2538,142500,56530.19,8333,69168,21638,53552,7465,11912,28645,21281,113990,257504,3660.7,219617,97442.77,15174,114785.73,37137.22,111048.97,11899.12,21291.01,56151.62,44185.41,184448.13,52348,479,50413,17322,3489,111961.17,35701.22,101035.87,12219.12,19928.88,52819.83,40406.01,7776.66,57.9203177,55.81022755,65.95728136,63.71420281,98.53518453,133.7155466,93.11931803,98.4003016,132.9167098,115.914338,96.2641085,104.2206948,81.49605577
2024,8,CPFT BKK,BKK,22155,0,20005,23750,2917,51906.5,10644,15673,7826,7782,4923,9274.3,3086,22155,0,20005,58660.8,2917,51906.5,10644,15673,7826,7782,4923,9274.3,367185.0006,32837,0,56005,12269.0609,2699,32358.1,10623,15039,10837.6,5964,4228,11442.1,3899.490994,32837,0,56005,30233.6,2699,32358.1,10623,15039,10837.6,5964,4228,11442.1,463855,51867,0,138620,48474.2,15119,58747.14,11387.19,28938.91,22317.92,10119.61,6107.16,24062.73,757938.1,15068,0,77757,17429,13105,61185.44,8272.19,28944.91,22585.29,9109.61,6185.16,24454.73,29823.4905,66.85494014,0,64.28395794,58.022185,80.58884582,133.8265682,95.20563106,95.32211199,138.9453072,112.1602572,98.24939907,101.9720551,73.53210475
2024,8,CPFT ภาคเหนือบน,UPPER NORTH,33523,711,18530,11387,3658,34139,3250,27873,4603,8274,14462,3454,2760,33523,2118.3,18530,82140.5,3658,34139,3250,27873,4603,8274,14462,3454,294205,24434,1044.9529,24778.25,8233.9518,3526,26681.7,3770,24684,5845.6,5797,11696,3687.6,2610.108515,24434,2435.65,24778.25,59705.83,3526,26681.7,3770,24684,5845.6,5797,11696,3687.6,271590,65161,4195.34,43420,93503.89,7347,53481.75,7740.59,47170.9,11651.63,10407.78,23048.02,7047.35,430938.63,18153,2377,12256,13551,1938,54685.15,6037.4,47206.9,12503.03,10407.78,23034.02,7078.75,26426.7,63.53962877,84.0069172,72.47355412,64.75593529,95.16598612,127.6449017,96.76465618,96.95973662,132.2691744,116.4496137,93.18364094,105.753496,83.65692048
2024,8,CPFT ภาคเหนือล่าง,LOWER NORTH,17251,181,16134,13298,2653,21981,2035,27919,2045,3365,15625,3609,1924,17251,1629,16134,100020.7,2653,21981,2035,27919,2045,3365,15625,3609,211260,28070,130,21203,9765.3249,4312,18333,2330,28115,2548,3425,19663,4517,1859.4318,28070,1170,21203,71058.35,4312,18333,2330,28115,2548,3425,19663,4517,202595,44103,1721.5,40513,129298.91,7337,31701.46,4186.01,54684.16,5655.83,7411.95,36989.91,8656.68,329741.9,10844,232,9383,18378,4051,32923.46,3357.37,54684.16,6373.83,7330.62,36989.91,8716.68,3687,62.17468222,68.09609643,74.87221756,64.40359257,88.97351233,141.7300632,97.14351136,89.40120137,136.4128395,119.34781,84.32154579,102.5280188,79.3860984
2024,8,CPFT ภาคใต้,SOUTH,11360,0,7090,42823,3692,26987,6625,11957,3848,6725,8049,6475,3187,11360,0,7090,253152.55,3692,26987,6625,11957,3848,6725,8049,6475,308895,16228,0,15627,48583.52266,3366,43718,8980,18578,5731,5120,9273,7194,2718.6668,16228,0,15627,264149,3366,43718,8980,18578,5731,5120,9273,7194,256090,36336,0,59099,414422.17,7326,69416.18,17985,36988.42,20692.3,10318.93,18722.49,13108.83,486067.47,13650,0,24739,83274,1956,70863.18,12883,36988.42,13000.3,10318.93,18722.49,14257.83,6212,72.26796428,0,66.13866055,59.33997291,81.64028802,131.4627907,93.98795107,93.55707949,122.0366634,133.2455061,93.09111662,114.2196893,82.00091543
